Variable,FH,PICP,ACE,PINAW,CRPS
B7,5,79.62210177657332,-0.37789822342668344,60.60788296421078,48.063735043763515
B8,1,80.17760385310055,0.1776038531005497,29.790260064973562,26.863560414955707
B8,2,79.98043200120418,-0.019567998795821495,42.79646197607737,35.71982637842988
B8,3,79.86602438657233,-0.1339756134276655,49.834262806683824,40.837394511705064
B8,4,79.75912683477605,-0.2408731652239453,55.6235816715414,44.936012425590114
B8,5,79.58446251129178,-0.4155374887082246,60.48278472281604,48.013452376113634
B9,1,80.23028296207104,0.23028296207104404,29.83992843611423,26.915039313071887
B9,2,79.93527508090615,-0.06472491909384814,42.73192140400827,35.73540262947005
B9,3,80.12945958151437,0.12945958151436798,50.09129699134193,40.85367602614265
B9,4,79.7967632668423,-0.20323673315769497,55.567376639456526,44.91029542187965
B9,5,79.71996386630533,-0.28003613369466507,60.58748645652876,48.02246277298734
B10,1,80.16255267910897,0.16255267910896976,29.842085006904995,26.87614508425056
B10,2,80.10837660871528,0.10837660871527532,43.0247377698666,35.75128796047453
B10,3,80.22730693963571,0.22730693963571014,50.22870162118962,40.90410091268045
B10,4,79.82687241249529,-0.1731275875047089,55.658695382649924,44.959073501992435
B10,5,79.90816019271304,-0.09183980728695929,60.50972637453697,48.04150122139888
B11,1,80.43347381095725,0.4334738109572527,30.22222196156742,26.96900324461034
B11,2,80.56747196507865,0.5674719650786528,43.462273391532634,35.85882826653778
B11,3,80.53590245371068,0.5359024537106762,50.75614172992846,40.992245444417186
B11,4,79.9849454271735,-0.015054572826500134,56.142501909052854,45.050742176002146
B11,5,80.35983137609153,0.3598313760915346,61.035595498830595,48.13185787188936
B12,1,80.71192052980133,0.7119205298013327,30.593532803584818,26.998624291244987
B12,2,80.74809964627079,0.7480996462707878,44.091402428462764,35.98995315096631
B12,3,80.9799789251844,0.9799789251843976,51.40335357824103,41.12862474228365
B12,4,80.3613097478359,0.36130974783590375,56.555868184045835,45.17408283015738
B12,5,80.48780487804879,0.4878048780487916,61.501135066007826,48.22657891160742
C1,1,78.68001204093919,-1.3199879590608106,27.75478381326002,25.69222863753392
C1,2,78.01610596823963,-1.9838940317603715,40.20701342054867,34.563236936526245
C1,3,78.31552009634201,-1.6844799036579872,48.03211062607578,39.88613490758766
C1,4,77.60632292058712,-2.393677079412882,53.48530031194317,43.90968765266481
C1,5,77.41644083107498,-2.583559168925021,58.19891795602163,47.04537110219673
C2,1,78.91330523780854,-1.0866947621914562,27.621758141872455,25.6557122476538
C2,2,78.30209979679385,-1.6979002032061459,40.34079395909661,34.50904541541475
C2,3,78.25530633749813,-1.7446936625018736,47.71420791350662,39.79159497376773
C2,4,77.74934136243884,-2.250658637561159,53.48629908034908,43.78025151222552
C2,5,77.36374585968082,-2.6362541403191813,57.74056772560525,46.89851358962982
C3,1,78.85310054184227,-1.1468994581577334,27.588416490459984,25.659140322333844
C3,2,78.47520132460299,-1.5247986753970082,40.38555489557091,34.46480452427994
C3,3,78.23272617793165,-1.767273822068347,47.36762479633407,39.71105640782906
C3,4,77.86977794505081,-2.1302220549491864,53.221731992550694,43.679109787773584
C3,5,77.5293586269196,-2.4706413730803973,57.463834009042124,46.757642465610644
C4,1,78.84557495484647,-1.1544250451535305,27.51200089971354,25.654542676215964
C4,2,78.41499209753894,-1.585007902461058,40.39700157242272,34.41566804499697
C4,3,78.22519945807616,-1.7748005419238382,47.22249513512058,39.610742132762155
C4,4,78.03537824614226,-1.9646217538577417,53.23252349330255,43.551853665140634
C4,5,77.64227642276423,-2.357723577235774,57.371079462302355,46.59635406576679
C5,1,78.83052378085492,-1.169476219145082,27.568639525793117,25.664566809414865
C5,2,78.32467825694287,-1.6753217430571254,40.31602558646203,34.39394381642703
C5,3,78.35315369561945,-1.6468463043805457,47.206366313935085,39.51287252025732
C5,4,78.05796010538201,-1.9420398946179915,52.877976476902724,43.440950551269445
C5,5,77.6272207166516,-2.372779283348393,56.990886520114614,46.457031376277115
C6,1,78.82299819385912,-1.1770018061408791,27.544138766198788,25.668600040475063
C6,2,78.30209979679385,-1.6979002032061459,40.51912641898185,34.373827527955754
C6,3,78.36068041547493,-1.6393195845250688,47.0345742681539,39.450529258849954
C6,4,77.98268724124952,-2.017312758750478,52.60505892219673,43.37420901758246
C6,5,77.75519421860885,-2.2448057813911504,56.72122505373605,46.36230477625832
C7,1,78.90577965081278,-1.0942203491872249,27.612858975573477,25.66738235131814
C7,2,78.36983517724092,-1.6301648227590846,40.561198016517544,34.341992940712984
C7,3,78.45100105374078,-1.5489989462592177,47.198705363732735,39.4125140141311
C7,4,78.088069251035,-1.9119307489650055,52.64665221052206,43.298633923850154
C7,5,77.80788919000301,-2.19211080999699,56.577049572964086,46.267798565307345
C8,1,78.86062612883805,-1.1393738711619505,27.610878462977222,25.66544858915572
C8,2,78.2268382629638,-1.7731617370362045,40.50115200080458,34.368665016083156
C8,3,78.44347433388529,-1.5565256661147089,47.10525205405119,39.37256638801111
C8,4,78.06548739179526,-1.9345126082047415,52.459896892923354,43.21439817382956
C8,5,77.67991568804577,-2.3200843119542327,56.22204450553395,46.15863106126032
C9,1,79.02618904274533,-0.9738109572546705,27.802183558521172,25.69305483522113
C9,2,78.28704749002785,-1.7129525099721548,40.423611194329226,34.35916597474855
C9,3,78.609062170706,-1.3909378292940033,47.3496718003886,39.34764333696958
C9,4,78.04290553255552,-1.9570944674444775,52.312276412072634,43.14893857504312
C9,5,77.80788919000301,-2.19211080999699,56.02422961680792,46.07666518085004
C10,1,79.13154726068633,-0.8684527393136676,27.90222436918523,25.703315132208886
C10,2,78.37736133062391,-1.6226386693760873,40.378761279677576,34.38557677500615
C10,3,78.69938280897185,-1.3006171910281523,47.48732191411633,39.33387920639088
C10,4,78.33646970267219,-1.66353029732781,52.570574237593725,43.10030278219142
C10,5,77.87563986750979,-2.12436013249021,56.02122867311978,46.0089154976343
C11,1,79.18422636965683,-0.8157736303431733,27.97598120551516,25.722219296089204
C11,2,78.60314593211409,-1.3968540678859114,40.49790241383973,34.39935769182876
C11,3,78.97787144362486,-1.0221285563751366,47.798735193457816,39.34499107019516
C11,4,78.50959729017688,-1.4904027098231154,52.59109692111102,43.086910649174996
C11,5,78.18428184281842,-1.8157181571815784,56.39101672446275,45.97344594683616
C12,1,79.31968693558098,-0.6803130644190247,28.245448464343127,25.75759948900011
C12,2,78.8515089937533,-1.1484910062467009,40.69040332683887,34.42216315584102
C12,3,79.15851272015657,-0.8414872798434345,48.07855758263954,39.35851661675491
C12,4,78.64508844561536,-1.3549115543846426,52.88329106987584,43.09413492373519
C12,5,78.22944896115628,-1.7705510388437204,56.4437197911404,45.93541089970554
PCA1,1,77.48344370860927,-2.516556291390728,27.562200985242225,26.21383758747741
PCA1,2,76.63881989914955,-3.361180100850447,38.14171711973237,34.44593906230712
PCA1,3,76.40373325304833,-3.5962667469516703,44.3793600709186,38.75748959155658
